name,address,services,status
"Legal Name: 1941018 ONTARIO INC,  Operating Name: 1941018 ONTARIO INC","3030 DON MILLS ROAD, UNIT 1A,NORTH YORK,ONTARIO,CANADA,M2J3C1",Foreign Exchange,Registered
"Legal Name: VFX GLOBAL PAYMENTS INC.,  Operating Name: VFX FINANCIAL","140 YONGE STREET,TORONTO,ONTARIO,CANADA,M5C1X6","Foreign Exchange, Money Transferring",Registered
"Legal Name: AL SAADY, MAHDI,  Operating Name: PENNII CORPORATION","1445 WOODROFFE AVE,OTTAWA,ONTARIO,CANADA,K2G1W1","Foreign Exchange, Money Transferring",Registered
"Legal Name: CAN-AM BULLION INC.,  Operating Name: CANAM BULLION AND CURRENCY EXCHANGE","3234 DOUGALL AVE,WINDSOR,ONTARIO,CANADA,N9E1S6","Foreign Exchange, Money Transferring",Registered
"Legal Name: REMITWARE PAYMENTS CANADA INC.,  Operating Name: REMITR","439 UNIVERSITY STREET,TORONTO,ONTARIO,CANADA,M5G1Y8","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: A ONE TRADING INC,  Operating Name: A ONE TRADING INC","3375 HANNIBAL RD,BURLINGTON,ONTARIO,CANADA,L7M1R9","Foreign Exchange, Money Transferring",Registered
"Legal Name: VANTRY CAPITAL INC.,  Operating Name: VANTRY CAPITAL INC.","144 FRONT ST W SUITE 200,TORONTO,ONTARIO,CANADA,M5J2L7","Foreign Exchange, Money Transferring",Registered
"Legal Name: TRUTRANSFER LIMITED,  Operating Name: TRUTRANSFER LIMITED","401 BAY STREET, SUITE 2702,TORONTO,ONTARIO,CANADA,M5H2Y4","Foreign Exchange, Money Transferring",Registered
"Legal Name: OMID TRADING INC,  Operating Name: OMID TRADING INC","1879 LAWRENCE AVENUE EAST,SCARBOROUGH,ONTARIO,CANADA,M1R2Y3","Foreign Exchange, Money Transferring",Registered
"Legal Name: EXPRESS FOREX INC.,  Operating Name: EXPRESS FOREX INC.","215 VICTORIA ST., SUITE 400,TORONTO,ONTARIO,CANADA,M5B1T9",Foreign Exchange,Registered
"Legal Name: UNITED MONEY EXCHANGE INC.,  Operating Name: UNITED MONEY EXCHANGE","646 UPPER JAMES ST,HAMILTON,ONTARIO,CANADA,L9C 2Z2","Foreign Exchange, Money Transferring",Registered
"Legal Name: 2051302 ONTARIO INC.,  Operating Name: CASH-A-CHEQUE","10077 YONGE STREET UNIT 6,RICHMOND HILL,ONTARIO,CANADA,L4C1T7","Foreign Exchange, Cheque Cashing",Registered
"Legal Name: 2570115 ONTARIO CORP.,  Operating Name: 2570115 ONTARIO CORP.","800 STEELES AVENUE WEST #A2,VAUGHAN,ONTARIO,CANADA,L4J7L2",Foreign Exchange,Registered
"Legal Name: MONEX CANADA, INC ,  Operating Name: MONEX CANADA, INC","66 WELLINGTON ST. WEST, TD BANK TOWER, SUITE 3520, P.O. BOX 61,TORONTO,ONTARIO,CANADA,M5K1E7","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: SHAHAB CARPET INCORPORATED,  Operating Name: SHAHAB CURRENCY EXCHANGE","28- 747 DON MILLS RD,TORONTO,ONTARIO,CANADA,M3C1T2","Foreign Exchange, Money Transferring",Registered
"Legal Name: FAIRVIEW ASSESSMENT INC.,  Operating Name: MONEY MONEY","3355 HURONTARIO ST UNIT 03,MISSISSAUGA,ONTARIO,CANADA,L5A4E7","Foreign Exchange, Money Transferring",Registered
"Legal Name: Y.M.V CORPORATION,  Operating Name: SAMAN EXCHANGE","UNIT 9-9610 YONGE ST,RICHMOND HILL,ONTARIO,CANADA,L4C1V6","Foreign Exchange, Money Transferring",Registered
"Legal Name: CONTINENTAL CURRENCY EXCHANGE CANADA LTD,  Operating Name: CONTINENTAL CURRENCY EXCHANGE","5255 YONGE STREET, 4TH FLOOR,TORONTO,ONTARIO,CANADA,M2N5P8","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders",Registered
"Legal Name: EBURY PARTNERS CANADA LTD,  Operating Name: EBURY PARTNERS CANADA LTD","70 YORK STREET UNIT 1600,TORONTO,ONTARIO,CANADA,M5H 1J8","Foreign Exchange, Money Transferring",Registered
"Legal Name: CHENGQI FINANCIAL INC.,  Operating Name: CHENGQI FINANCIAL","4 - 180 NORTHFIELD DRIVE W,WATERLOO,ONTARIO,CANADA,N2L 0C7","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: 1163975 ONTARIO INC.,  Operating Name: GLOBAL FOREIGN EXCHANGE","74  COCKSFIELD  AVE,NORTH YORK,ONTARIO,CANADA,M3H3S9","Foreign Exchange, Money Transferring",Registered
"Legal Name: THE CURRENCY EXCHANGE HOUSE LIMITED ,  Operating Name: THE EXCHANGE HOUSE AT BLUE WATER BRIDGE","1 BRIDGE ST. CURRENCY BUILDING BLUE WATER BRIDGE,POINT EDWARDS,ONTARIO,CANADA,N7V4J5",Foreign Exchange,Registered
"Legal Name: MENDEZ, NELSON,  Operating Name: RAPIDCAMBIOS","56-3415 UPLANDS DR,OTTAWA,ONTARIO,CANADA,K1V 9N4","Foreign Exchange, Money Transferring",Registered
"Legal Name: CELIS, JACOBO,  Operating Name: REMICASH INTERNATIONAL REMITTANCES SERVICE","916 DANFORTH AVE,TORONTO,ONTARIO,CANADA,M4J1L9",Foreign Exchange,Registered
"Legal Name: 10686409 CANADA INC,  Operating Name: DINAR CURRENCY EXCHANGE","1617B DIGBY ST,OTTAWA,ONTARIO,CANADA,K1G0P5","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: 2628040 ONTARIO INC.,  Operating Name: AGR FOREX","1143 MORNINGSIDE AVE #5,SCARBOROUGH,ONTARIO,CANADA,M1B0A7","Foreign Exchange, Money Transferring",Registered
"Legal Name: BUCKZY PAYMENTS INC.,  Operating Name: BUCKZY","2525 - 100 KING STREET WEST,TORONTO,ONTARIO,CANADA,M5X 1A0","Foreign Exchange, Money Transferring",Registered
"Legal Name: BLACK BANX (CANADA) INC.,  Operating Name: BLACK BANX","88 QUEENS QUAY WEST SUITE 2500,TORONTO,ONTARIO,CANADA,M5J0B8","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, PSP",Registered
"Legal Name: PANDA COMMUNICATIONS CORP,  Operating Name: BANEKS","1830-5160 YONGE STREET,TORONTO,ONTARIO,CANADA,M2N6L9","Foreign Exchange, Money Transferring",Registered
"Legal Name: DUNYA FINANCIAL AND TRADING CORPORATION,  Operating Name: DUNYA FINANCIAL SERVICES","10159 YONGE ST,RICHMOND HILL,ONTARIO,CANADA,L4C3B2","Foreign Exchange, Money Transferring",Registered
"Legal Name: COINUT CANADA LTD,  Operating Name: COINUT","400 - 7100 WOODBINE AVENUE, OFFICE 407,MARKHAM,ONTARIO,CANADA,L3R 5J2","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: ADEYEMI, JOHN,  Operating Name: BOOST WORLD FX","121 SLATER ST,OTTAWA,ONTARIO,CANADA,K1P 5H2","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders",Registered
"Legal Name: IRMAAN INTERNATIONAL EXCHANGE LTD,  Operating Name: IRMAAN EXPRESS","153A-1644 BANK ST,OTTAWA,ONTARIO,CANADA,K1V7Y6","Foreign Exchange, Money Transferring",Registered
"Legal Name: VIRGOCX INC.,  Operating Name: VIRGO","4950 YONGE STREET, SUITE #900,TORONTO,ONTARIO,CANADA,M2N6K1","Foreign Exchange, Virtual Currency",Registered
"Legal Name: MAPLE PAYEXCHANGE INCORPORATED,  Operating Name: MAPLE PAYEXCHANGE INCORPORATED","55 VILLAGE CENTRE PLACE UNIT 200,MISSISSAUGA,ONTARIO,CANADA,L4Z 1V9","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: HOME EXPRESS INTERNATIONAL CORPORATION INC.,  Operating Name: HOME EXPRESS INTERNATIONAL CORPORATION INC.","208-3504 HURONTARIO STREET,MISSISSAUGA,ONTARIO,CANADA,L5B0B9","Foreign Exchange, Money Transferring",Registered
"Legal Name: 2397639 ONTARIO LTD ,  Operating Name: FARAH EXCHANGE","6039 YONGE ST,NORTH YORK,ONTARIO,CANADA,M2M3W2","Foreign Exchange, Money Transferring",Registered
"Legal Name: CURRENCYFAIR (CANADA) LTD,  Operating Name: CURRENCYFAIR","66 WELLINGTON STREET WEST,TORONTO,ONTARIO,CANADA,M5K1B7","Foreign Exchange, Money Transferring",Registered
"Legal Name: PLATA CAPITAL CANADA INC,  Operating Name: SOKIN","2400 - 333 BAY STREET,TORONTO,ONTARIO,CANADA,M5H 2T6","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: 2692378 ONTARIO INC.,  Operating Name: 2692378 ONTARIO INC.","50 MINTHORN BLVD, SUITE 102,THORNHILL,ONTARIO,CANADA,L3T7X8",Foreign Exchange,Registered
"Legal Name: INFINITY FINANCIAL AND INVESTMENT INC,  Operating Name: IB STRATEGIC CONSULTING AND TRADING","16 CRYSTAL GLEN CRES,BRAMPTON,ONTARIO,CANADA,L6X0J9","Foreign Exchange, Money Transferring",Registered
"Legal Name: HETTYSPHERE INC,  Operating Name: HETTYSPHERE INC","SUITE 200, 55 VILLAGE CENTRE PLACE,MISSISSAUGA,ONTARIO,CANADA,L4Z1V9","Foreign Exchange, Money Transferring",Registered
"Legal Name: ROYAL LAND ENTERPRISES INC.,  Operating Name: 6030 EXCHANGE","6032 YONGE STREET,NORTH YORK,ONTARIO,CANADA,M2M3W5","Foreign Exchange, Money Transferring",Registered
"Legal Name: DIVERSE TRADE INC,  Operating Name: MILLION EXCHANGE","2-10097 YONGE ST,RICHMOND HILL,ONTARIO,CANADA,L4C1T7","Foreign Exchange, Money Transferring",Registered
"Legal Name: OPENPAYD CANADA, INC,  Operating Name: OPENPAYD","333 BAY STREET, SUITE 2400,TORONTO,ONTARIO,CANADA,M5H 2T6","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: JUST WALLET,  Operating Name: JUST WALLET","401 BAY ST, SUITE 16,TORONTO,ONTARIO,CANADA,M5H2Y4","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: PAYPAL CANADA CO.,  Operating Name: PAYPAL","661 UNIVERSITY AVENUE, SUITE 506,TORONTO,ONTARIO,CANADA,M5G1M1","Foreign Exchange, Money Transferring, Crowdfunding, PSP",Registered
"Legal Name: 1875649 ONTARIO INC.,  Operating Name: THE CURRENCY SHOPPE, MY CURRENCY SHOPPE","279 SPADINA AVE,TORONTO,ONTARIO,CANADA,M5T2E3",Foreign Exchange,Registered
"Legal Name: CHIAZOR, BLESSING,  Operating Name: ENOK WORLD ENTERPRISE","7 SLATER CIRCLE,BRAMPTON,ONTARIO,CANADA,L6X2S7",Foreign Exchange,Registered
"Legal Name: 11273540 CANADA LTD.,  Operating Name: QUARTET PAY","37 MACKLIN STREET,MARKHAM,ONTARIO,CANADA,L3S3Z3","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: PAYWARD CANADA INC.,  Operating Name: KRAKEN","30 ADELAIDE STREET E, APARTMENT 12TH FLOOR, ,TORONTO,ONTARIO,CANADA,M5C3G8","Foreign Exchange, Virtual Currency",Registered
"Legal Name: CANAM ATLANTIC TRADING INC.,  Operating Name: CANAM ATLANTIC EXCHANGE","6075 YONGE ST, 2ND FLOOR,NORTH YORK,ONTARIO,CANADA,M2M3W2","Foreign Exchange, Money Transferring",Registered
"Legal Name:  AGI MARKETS LTD,  Operating Name:  AGI MARKETS LTD","53 SLED DOG RD,BRAMPTON,ONTARIO,CANADA,L6R0H8","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders",Registered
"Legal Name: MONEYEX INC.,  Operating Name: MONEYEX","5700 YONGE STREET,UNIT 1,TORONTO,ONTARIO,CANADA,M2M4K2","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: SAFWA CURRENCY EXCHANGE SERVICES INC,  Operating Name: AL MAGID GROUP","170 HARTZEL RD, UNIT # 5,ST CATHARINES,ONTARIO,CANADA,L2P1P1","Foreign Exchange, Money Transferring",Registered
"Legal Name: ADVANTRADE CAPITAL LIMITED,  Operating Name: ADVANTRADE CAPITAL LIMITED","77 BLOOR STREET WEST SUITE 802,TORONTO,ONTARIO,CANADA,M5S1M2","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: BREINROCK LIMITED,  Operating Name: BREINROCK LIMITED","100 KING STREET WEST, SUITE 5700,TORONTO,ONTARIO,CANADA,M5X1C7","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: 11859633 CANADA INC.,  Operating Name: TAAJPAY","680-170 ATTWELL DRIVE,ETOBICOKE,ONTARIO,CANADA,M9W 5Z5","Foreign Exchange, Money Transferring",Registered
"Legal Name: AZIZI LTD.,  Operating Name: AZIZI EXCHANGE","3143 EGLINTON AVE. EAST,SCARBOROUGH,ONTARIO,CANADA,M1J2G2","Foreign Exchange, Money Transferring",Registered
"Legal Name: ALBORZ SERVICES INC,  Operating Name: ALBORZ PAYMENT","5508 YONGE ST,TORONTO,ONTARIO,CANADA,M2N7L2","Foreign Exchange, Money Transferring",Registered
"Legal Name: HIDMONA GENERAL TRADING CORP.,  Operating Name: HIDMONA GENERAL TRADING CORP.","840 INVERHOUSE DRIVE,MISSISSAUGA,ONTARIO,CANADA,L5J2X8","Foreign Exchange, Money Transferring",Registered
"Legal Name: 2740141 ONTARIO INC ,  Operating Name: MONEY EXPRESS","1057 STEELES AVENUE W,NORTH YORK,ONTARIO,CANADA,M2R 2S9","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency",Registered
"Legal Name: GUAVA PAY CANADA INC.,  Operating Name: GUAVA PAY CANADA INC.","2 BLOOR ST W SUITE 700,TORONTO,ONTARIO,CANADA,M4W 3E2","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: GREEN ZONE FINANCE INC.,  Operating Name: GREEN ZONE FINANCE INC.","307-3025 HURONTARIO STREET,MISSISSAUGA,ONTARIO,CANADA,L5A2H1","Foreign Exchange, Money Transferring",Registered
"Legal Name: 11865838 CANADA LIMITED,  Operating Name: HATRA UNION","7777 WESTON ROAD UNIT 1828,VAUGHAN,ONTARIO,CANADA,L4L 0G9","Foreign Exchange, Money Transferring",Registered
"Legal Name: WORKERS WORLD APPLICATIONS CORP,  Operating Name: WORKERS WORLD APPLICATIONS CORP","1134 HOUSTON DRIVE,MILTON,ONTARIO,CANADA,L9T6E8","Foreign Exchange, Money Transferring",Registered
"Legal Name: SL VIRTU LTD.,  Operating Name: SL VIRTU LTD.","226 - 201 CARLAW AVENUE,TORONTO,ONTARIO,CANADA,M4M 2S3","Foreign Exchange, Money Transferring",Registered
"Legal Name: BTCC CANADA LIMITED,  Operating Name: BTCC CANADA LIMITED","20-350 LAURIER AVENUE WEST,OTTAWA,ONTARIO,CANADA,K1R7X6","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: SATSTREET INC.,  Operating Name: SATSTREET INC.","150 KING STREET WEST, SUITE 277,TORONTO,ONTARIO,CANADA,M5H1J9","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: SPEEDY SOLUTIONS CANADA INC,  Operating Name: SPEEDY SOLUTIONS CANADA INC","7030 WOODBINE AVE UNIT#500,MARKHAM,ONTARIO,CANADA,L3R6G2","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: 8075182 CANADA CORPORATION,  Operating Name: VISS INTERNATIONAL","3-161 BALDWIN ST.,TORONTO,ONTARIO,CANADA,M5T1L7","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, PSP",Registered
"Legal Name: KANDON TECHNOLOGIES LIMITED.,  Operating Name: KANDON","77 KING ST. WEST, SUITE 400, TD CENTRE,TORONTO,ONTARIO,CANADA,M5K0A1","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: NIKO TECHNOLOGIES OU,  Operating Name: ELEGRO","130 ALBERT STREET, SUITE 1207, VARETTE BUILDING,OTTAWA,ONTARIO,CANADA,K1P 1B1","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: AZIZI IMPORT AND EXPORT INC.,  Operating Name: AZIZI CURRENCY EXCHANGE","6126 YONGE STREET,TORONTO,ONTARIO,CANADA,M2M3W7","Foreign Exchange, Money Transferring",Registered
"Legal Name: ORBIT MONEY INC.,  Operating Name: ORBIT MONEY INC.","I3-5100 ERIN MILLS PARKWAY P.O.BOX 70,MISSISSAUGA,ONTARIO,CANADA,L5M 4Z5","Foreign Exchange, Money Transferring",Registered
"Legal Name: LEMONADE TECHNOLOGY LIMITED,  Operating Name: LEMFI","786 KING ST W,TORONTO,ONTARIO,CANADA,M5V1N6","Foreign Exchange, Money Transferring",Registered
"Legal Name: ALPHA FORTRESS LTD,  Operating Name: N2XPRESS","7 WICKER PARK WAY,WHITBY,ONTARIO,CANADA,L1R 0E3","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: LEATHERBACK LTD,  Operating Name: LEATHERBACK LTD","60 ATLANTIC AVE SUITE 200,TORONTO,ONTARIO,CANADA,M6K1X9","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: 12183102 CANADA INC.,  Operating Name: 12183102 CANADA INC.","UNIT 102, 30 GIBSON DRIVE.,MARKHAM,ONTARIO,CANADA,L3R2S3",Foreign Exchange,Registered
"Legal Name: EXPEDIER INC,  Operating Name: EXPEDIER INC","100 - 151 CHARLES STREET W,KITCHENER,ONTARIO,CANADA,N2G 1H6","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: LONGE, OZIEGBE,  Operating Name: OZIOLU GLOBAL CONSULT","105 GRAYDON DRIVE  ,MOUNT ELGIN,ONTARIO,CANADA,NOJ 1N0","Foreign Exchange, Money Transferring",Registered
"Legal Name: PAYKUIK INC. ,  Operating Name: PAYKUIK INC.","401 BAY STREET 16TH FLOOR,TORONTO,ONTARIO,CANADA,M5H2Y4","Foreign Exchange, Money Transferring",Registered
"Legal Name: TEAM YAN INC.,  Operating Name: INFINITY","37 ALTUS PARK DRIVE,VAUGHAN,ONTARIO,CANADA,L6A0Z6",Foreign Exchange,Registered
"Legal Name: BE MOBILE LTD.,  Operating Name: BE MOBILE","SUITE 600, 345 KING STREET WEST,KITCHENER,ONTARIO,CANADA,N2G0C5","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: ULTRAMARINE EXCHANGE LTD.,  Operating Name: ULTRAMARINEX","A4 - 9131 KEELE STREET,VAUGHAN,ONTARIO,CANADA,L4K 0G7","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: WOODLAND TRADING INC.,  Operating Name: IZADI EXCHANGE","6017 YONGE STREET,NORTH YORK,ONTARIO,CANADA,M2M3W2","Foreign Exchange, Money Transferring",Registered
"Legal Name: PESAPEER INC.,  Operating Name: PESAPEER INC.","600 MATHESON BOULEVARD WEST UNIT 5 C/O VENTUREX,MISSISSAUGA,ONTARIO,CANADA,L5R4C1","Foreign Exchange, Money Transferring",Registered
"Legal Name: TRUSTART TECHNOLOGIES LIMITED,  Operating Name: TRUSTART TECHNOLOGIES LIMITED","100 ALLSTATE PKWY SUITE 502,MARKHAM,ONTARIO,CANADA,L3R6H3","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: REMITBEE INCORPORATED,  Operating Name: REMITBEE","2 ROBERT SPECK PKWY #620,MISSISSAUGA,ONTARIO,CANADA,L4Z1H8","Foreign Exchange, Money Transferring",Registered
"Legal Name: ADEYINKA, FISAYO,  Operating Name: BOLEWA","1453 PALMERSTON DRIVE,OTTAWA,ONTARIO,CANADA,K1J8N9","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: WIRES TRADE LIMITED,  Operating Name: WIRES TRADE","75 WEBBER CRESCENT,UNIONVILLE,ONTARIO,CANADA,L3R 0R2","Foreign Exchange, Virtual Currency, PSP",Registered
"Legal Name: 12516683 CANADA INC.,  Operating Name: QUICK COLLECT","3080 YONGE STREETSUITE 6060,TORONTO,ONTARIO,CANADA,M4N3N1","Foreign Exchange, Money Transferring",Registered
"Legal Name: JIAZHONG PENGCHENG INVESTMENT INC.,  Operating Name: JIAZHONG PENGCHENG INVESTMENT INC.","222-7181 WOODBINE AVE,MARKHAM,ONTARIO,CANADA,L3R1A3","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders",Registered
"Legal Name: TREASURY CORE CORP,  Operating Name: TREASURY CORE CORP","250 UNIVERSITY AVE SUITE 200,TORONTO,ONTARIO,CANADA,M5H3E5","Foreign Exchange, Money Transferring",Registered
"Legal Name: NIKO TECHNOLOGIES OU INC.,  Operating Name: ELEGRO","130 ALBERT STREET, SUITE 1207, VARETTE BUILDING,OTTAWA,ONTARIO,CANADA,K1P 1B1","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: TWEEBAA INC.,  Operating Name: TWEEBAA INC.","3601 HIGHWAY 7 E, HSBC TOWER, SUITE 302,MARKHAM,ONTARIO,CANADA,L3R0M3","Foreign Exchange, Money Transferring, Virtual Currency, Crowdfunding",Registered
"Legal Name: BITTRUST INC.,  Operating Name: BITTRUST INC.","4141 DIXIE RD,MISSISSAUGA,ONTARIO,CANADA,L4W1V5","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: AMATHUS LTD.,  Operating Name: AMATHUS LTD.","1 YONGE STREET  #1801,TORONTO,ONTARIO,CANADA,M5E1W7","Foreign Exchange, Money Transferring",Registered
"Legal Name: FLOURISHING MART LTD,  Operating Name: FM EXCHANGE","1821 WALKLEY ROAD. #17,OTTAWA,ONTARIO,CANADA,K1H6X9","Foreign Exchange, Money Transferring",Registered
"Legal Name: BONA GROUP INC.,  Operating Name: BONA GROUP INC.","1505-50 ANN O'REILLY RD,NORTH YORK,ONTARIO,CANADA,M2J0C9",Foreign Exchange,Registered
"Legal Name: COINSQUARE CAPITAL MARKETS LTD.,  Operating Name: COINSQUARE","110 CUMBERLAND STREET, UNIT 342,TORONTO,ONTARIO,CANADA,M5R3V5","Foreign Exchange, Virtual Currency",Registered
"Legal Name: REYTS FINTECH INC,  Operating Name: REYTS FINTECH INC","2 OXFORD TERRACE,SAINT THOMAS,ONTARIO,CANADA,N5R0J9","Foreign Exchange, Money Transferring",Registered
"Legal Name: SIMPLY TRANSACT LTD.,  Operating Name: SIMPLY TRANSACT LTD.","UNIT 29, 462 BIRCHMOUNT RD,SCARBOROUGH,ONTARIO,CANADA,M1K1N8","Foreign Exchange, Money Transferring",Registered
"Legal Name: Forestwood General Trading Inc.,  Operating Name: Danesh Exchange","8763 BAYVIEW AVE, #120,RICHMOND HILL,ONTARIO,CANADA,L4B3V1","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: SWIFT FINANCE CANADA LTD,  Operating Name: WIRE NATIONS","27 - 508 161 BAY STREET,TORONTO,ONTARIO,CANADA,M5J 1C4","Foreign Exchange, Money Transferring",Registered
"Legal Name: ERATREE TECHNOLOGIES INC.,  Operating Name: ERATREE TECHNOLOGIES INC.","600 - 10 KING STREET WEST,TORONTO,ONTARIO,CANADA,M5C 1C3","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: FIATMATCH INC.,  Operating Name: FIATMATCH INC.","202 O- 7581 JANE STREET,CONCORD,ONTARIO,CANADA,L4K1X3","Foreign Exchange, PSP",Registered
"Legal Name: PURE PAYMENTS INC.,  Operating Name: PURE PAYMENTS INC.","300 SUPERTEST ROAD, UNIT 1,NORTH YORK,ONTARIO,CANADA,M3J2M2","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: CHI TECHNOLOGIES INC.,  Operating Name: CHIMONEY","260 QUEENS QUAY WAY WEST UNIT 705,TORONTO,ONTARIO,CANADA,M5J 2N3","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: 12952831 CANADA INC,  Operating Name: EAGLE EXCHANGE","699 GUELPH LINE,BURLINGTON,ONTARIO,CANADA,L7R3M7","Foreign Exchange, Money Transferring",Registered
"Legal Name: FX PAY CANADA INC.,  Operating Name: FX PAY CANADA INC.","5337 CACHET CRES,BURLINGTON,ONTARIO,CANADA,L7L7N5","Foreign Exchange, Money Transferring",Registered
"Legal Name: BELLO FX INC.,  Operating Name: BELLO FX INC.","B-145 1/2 JOHN ST S.,HAMILTON,ONTARIO,CANADA,L8N2C3","Foreign Exchange, Money Transferring",Registered
"Legal Name: 2840711 ONTARIO INC.,  Operating Name: AMIN EXCHANGE","164-7181 YONGE STREET,TORONTO,ONTARIO,CANADA,L3T0C7","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: PHOTON DANCE CA INC.,  Operating Name: PHOTON DANCE CA INC.","567 ROEHAMPTON AVE,TORONTO,ONTARIO,CANADA,M4P1S5","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: FCB NA LTD.,  Operating Name: FCB NA LTD.","7030 WOODBINE AVE SUITE 500,MARKHAM,ONTARIO,CANADA, L3R 6G2","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: GOLDSTACK TECHNOLOGIES LIMITED,  Operating Name: GOLDSTACK TECHNOLOGIES LIMITED","212 KING STREET WEST 6TH FLOOR ,TORONTO,ONTARIO,CANADA,M5H 1K5","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: FORA PAY INC.,  Operating Name: FORAPAY","1110 FINCH AVENUE WEST, SUITE 406,TORONTO,ONTARIO,CANADA,M3J2T2","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
